Unnamed: 0,id,index,student_id,date,review_text,rating,rating_facilities,rating_clubs,rating_careerService,rating_internet,source,type,token_list,num_token,rating_bin,rating_cat,length_bin,sample_criteria
92,3_93_362_135,92,678584.0,20th February 23,The environment is good and the teacher is helpful,5.0,5,5,5,5,data3_557,university review,"['The', 'environment', 'is', 'good', 'and', 'the', 'teacher', 'is', 'helpful']",9,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
93,3_94_148_115,93,1278451.0,19th February 23,"The best unis ever, beautiful campus, lovely staff and a great way to meet new people, and form great friendships. Great learning styles and an astute institution for research.",5.0,5,5,5,5,data3_557,university review,"['The', 'best', 'unis', 'ever', ',', 'beautiful', 'campus', ',', 'lovely', 'staff', 'and', 'a', 'great', 'way', 'to', 'meet', 'new', 'people', ',', 'and', 'form', 'great', 'friendships', '.', 'Great', 'learning', 'styles', 'and', 'an', 'astute', 'institution', 'for', 'research', '.']",34,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
94,3_95_34_79,94,1078392.0,16th February 23,It’s a really safe university and the school care about us students.,5.0,5,5,5,5,data3_557,university review,"['It', '’', 's', 'a', 'really', 'safe', 'university', 'and', 'the', 'school', 'care', 'about', 'us', 'students', '.']",15,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
95,3_96_261_70,95,478344.0,15th February 23,Environmental and economical place to do masters. Amazing experience,5.0,5,5,5,5,data3_557,university review,"['Environmental', 'and', 'economical', 'place', 'to', 'do', 'masters', '.', 'Amazing', 'experience']",10,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
96,3_97_147_56,96,1278245.0,14th February 23,"So helpful, very worried about your well being, love the lecturers and facilities",5.0,5,5,5,5,data3_557,university review,"['So', 'helpful', ',', 'very', 'worried', 'about', 'your', 'well', 'being', ',', 'love', 'the', 'lecturers', 'and', 'facilities']",15,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
97,3_98_260_56,97,478240.0,14th February 23,"Good university, made lots of nice friends. Excellent teaching.",4.4,5,4,5,5,data3_557,university review,"['Good', 'university', ',', 'made', 'lots', 'of', 'nice', 'friends', '.', 'Excellent', 'teaching', '.']",12,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
98,3_99_146_44,98,1277906.0,13th February 23,Actually the stuff in the business school are really welcoming. Especially Bill Peng,5.0,5,5,5,5,data3_557,university review,"['Actually', 'the', 'stuff', 'in', 'the', 'business', 'school', 'are', 'really', 'welcoming', '.', 'Especially', 'Bill', 'Peng']",14,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
99,3_100_413_44,99,777049.0,13th February 23,"Good university! Very nice lecturers, very friendly support teams!! You have many opportunities to explore difference major and society, and I believe everyone can meet a nice friends!",5.0,5,5,5,5,data3_557,university review,"['Good', 'university', '!', 'Very', 'nice', 'lecturers', ',', 'very', 'friendly', 'support', 'teams', '!', '!', 'You', 'have', 'many', 'opportunities', 'to', 'explore', 'difference', 'major', 'and', 'society', ',', 'and', 'I', 'believe', 'everyone', 'can', 'meet', 'a', 'nice', 'friends', '!']",34,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
100,3_101_259_8,100,475991.0,10th February 23,Wenlan service attitude is very good. Answered and resolved our questions even outside of working hours.,5.0,5,5,5,5,data3_557,university review,"['Wenlan', 'service', 'attitude', 'is', 'very', 'good', '.', 'Answered', 'and', 'resolved', 'our', 'questions', 'even', 'outside', 'of', 'working', 'hours', '.']",18,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
101,3_102_205_240,101,1374949.0,3rd February 23,I love the school very much! It is beautiful and all my teachers and friends are helpful for my life and studies.,5.0,5,5,5,5,data3_557,university review,"['I', 'love', 'the', 'school', 'very', 'much', '!', 'It', 'is', 'beautiful', 'and', 'all', 'my', 'teachers', 'and', 'friends', 'are', 'helpful', 'for', 'my', 'life', 'and', 'studies', '.']",24,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
102,3_103_465_180,102,874798.0,25th January 23,"Lovely university and all staff are friendly and helpful, many great people to meet.",4.0,4,5,4,3,data3_557,university review,"['Lovely', 'university', 'and', 'all', 'staff', 'are', 'friendly', 'and', 'helpful', ',', 'many', 'great', 'people', 'to', 'meet', '.']",16,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
103,3_104_33_71,103,1074601.0,15th January 23,"Lovely place to study, lots of great people for you to meet and get to know.",3.8,4,4,3,5,data3_557,university review,"['Lovely', 'place', 'to', 'study', ',', 'lots', 'of', 'great', 'people', 'for', 'you', 'to', 'meet', 'and', 'get', 'to', 'know', '.']",18,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
104,3_105_258_9,104,474371.0,10th January 23,Overall a great University with loads of facilities available. Campus itself is huge and has a lot of study space,4.2,4,4,4,4,data3_557,university review,"['Overall', 'a', 'great', 'University', 'with', 'loads', 'of', 'facilities', 'available', '.', 'Campus', 'itself', 'is', 'huge', 'and', 'has', 'a', 'lot', 'of', 'study', 'space']",21,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
105,3_106_464_152,105,874209.0,22nd December 22,"It is a great university, suitable for study and doing research.",5.0,5,5,5,5,data3_557,university review,"['It', 'is', 'a', 'great', 'university', ',', 'suitable', 'for', 'study', 'and', 'doing', 'research', '.']",13,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
106,3_107_361_53,106,674184.0,14th December 22,"University of exeter is great. It has nice facilities and great social life. The teaching and course content is solid, and the university support network is robust. A great university!",5.0,5,5,5,5,data3_557,university review,"['University', 'of', 'exeter', 'is', 'great', '.', 'It', 'has', 'nice', 'facilities', 'and', 'great', 'social', 'life', '.', 'The', 'teaching', 'and', 'course', 'content', 'is', 'solid', ',', 'and', 'the', 'university', 'support', 'network', 'is', 'robust', '.', 'A', 'great', 'university', '!']",35,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
107,3_108_322_283,107,574182.0,9th December 22,Great place to study. All the campuses are very nice.,5.0,5,5,5,5,data3_557,university review,"['Great', 'place', 'to', 'study', '.', 'All', 'the', 'campuses', 'are', 'very', 'nice', '.']",12,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
108,3_109_93_283,108,1174172.0,9th December 22,This university has excellent teaching and facilities. lots of study areas,4.0,4,4,4,4,data3_557,university review,"['This', 'university', 'has', 'excellent', 'teaching', 'and', 'facilities', '.', 'lots', 'of', 'study', 'areas']",12,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
109,3_110_145_283,109,1274171.0,9th December 22,Awesome uni really enjoying my time there,5.0,5,5,5,5,data3_557,university review,"['Awesome', 'uni', 'really', 'enjoying', 'my', 'time', 'there']",7,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
110,3_111_204_283,110,1374170.0,9th December 22,It is a nice university with well taken care of and functional facilities which are in great use to us students for both learning and spending time with friends,5.0,5,5,5,5,data3_557,university review,"['It', 'is', 'a', 'nice', 'university', 'with', 'well', 'taken', 'care', 'of', 'and', 'functional', 'facilities', 'which', 'are', 'in', 'great', 'use', 'to', 'us', 'students', 'for', 'both', 'learning', 'and', 'spending', 'time', 'with', 'friends']",29,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
111,3_112_32_283,111,1074152.0,9th December 22,Beautiful campus and lovely students. Everyone seems happy and that is very heartwarming as a student.,5.0,5,5,5,5,data3_557,university review,"['Beautiful', 'campus', 'and', 'lovely', 'students', '.', 'Everyone', 'seems', 'happy', 'and', 'that', 'is', 'very', 'heartwarming', 'as', 'a', 'student', '.']",18,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
112,3_113_203_283,112,1374147.0,9th December 22,Conducive environment to study and explore extra curricular activities,5.0,5,5,5,5,data3_557,university review,"['Conducive', 'environment', 'to', 'study', 'and', 'explore', 'extra', 'curricular', 'activities']",9,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
113,3_114_92_283,113,1173342.0,9th December 22,"Good social life, nice campus and city. Guild and AI are obstructive and unhelpful",3.4,4,4,3,4,data3_557,university review,"['Good', 'social', 'life', ',', 'nice', 'campus', 'and', 'city', '.', 'Guild', 'and', 'AI', 'are', 'obstructive', 'and', 'unhelpful']",16,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
114,3_115_144_283,114,1273302.0,9th December 22,"It is a university that will surprise you. Did not have much expectations coming in but the campus, staff and societies etc really have stood out and impressed me.",4.0,4,4,4,4,data3_557,university review,"['It', 'is', 'a', 'university', 'that', 'will', 'surprise', 'you', '.', 'Did', 'not', 'have', 'much', 'expectations', 'coming', 'in', 'but', 'the', 'campus', ',', 'staff', 'and', 'societies', 'etc', 'really', 'have', 'stood', 'out', 'and', 'impressed', 'me', '.']",32,"(2.5, 4.0]",Conf/Neu,"(21.0, 41.0]","Conf/Neu_(21.0, 41.0]"
115,3_116_321_84,115,573270.0,16th November 22,I love the options for my course and the uni is really great,3.6,4,5,3,2,data3_557,university review,"['I', 'love', 'the', 'options', 'for', 'my', 'course', 'and', 'the', 'uni', 'is', 'really', 'great']",13,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
116,3_117_360_64,116,672860.0,14th November 22,"Nice university, pretty campus.",4.8,5,5,5,4,data3_557,university review,"['Nice', 'university', ',', 'pretty', 'campus', '.']",6,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
117,3_118_412_64,117,772688.0,14th November 22,"Brilliant University, perfect fit for me even if I dont drink I love attending socials and playing sports here. Best place ever.",5.0,5,5,5,5,data3_557,university review,"['Brilliant', 'University', ',', 'perfect', 'fit', 'for', 'me', 'even', 'if', 'I', 'dont', 'drink', 'I', 'love', 'attending', 'socials', 'and', 'playing', 'sports', 'here', '.', 'Best', 'place', 'ever', '.']",25,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
118,3_119_463_38,118,871897.0,12th November 22,"Great facilities, very helpful staff, especially the business schools career zone",4.8,5,4,5,5,data3_557,university review,"['Great', 'facilities', ',', 'very', 'helpful', 'staff', ',', 'especially', 'the', 'business', 'schools', 'career', 'zone']",13,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
119,3_120_359_209,119,671254.0,28th October 22,"A good accommodation experience, quiet and convenient",5.0,5,5,5,5,data3_557,university review,"['A', 'good', 'accommodation', 'experience', ',', 'quiet', 'and', 'convenient']",8,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
120,3_121_257_175,120,471190.0,24th October 22,The university of Exeter is an excellent choice for students and definitely worth looking into.,5.0,5,5,5,5,data3_557,university review,"['The', 'university', 'of', 'Exeter', 'is', 'an', 'excellent', 'choice', 'for', 'students', 'and', 'definitely', 'worth', 'looking', 'into', '.']",16,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
121,3_122_91_216,121,1171061.0,29th September 22,"Great Uni, I look forward to completing my study here on the Falmouth Campus",4.4,4,5,4,5,data3_557,university review,"['Great', 'Uni', ',', 'I', 'look', 'forward', 'to', 'completing', 'my', 'study', 'here', 'on', 'the', 'Falmouth', 'Campus']",15,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
122,3_123_202_261,122,1370777.0,5th September 22,The life is interesting and I am glad that I meet many friends here.,5.0,5,5,5,5,data3_557,university review,"['The', 'life', 'is', 'interesting', 'and', 'I', 'am', 'glad', 'that', 'I', 'meet', 'many', 'friends', 'here', '.']",15,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
123,3_124_516_228,123,970565.0,31st August 22,Fine university just nothing particularly stand out.,3.0,4,4,2,3,data3_557,university review,"['Fine', 'university', 'just', 'nothing', 'particularly', 'stand', 'out', '.']",8,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
124,3_125_201_171,124,1370482.0,24th August 22,"Beautiful campus, lovely city. Met some amazing people here who I'm sure will be life long friends.",4.4,5,4,4,4,data3_557,university review,"['Beautiful', 'campus', ',', 'lovely', 'city', '.', 'Met', 'some', 'amazing', 'people', 'here', 'who', 'I', ""'m"", 'sure', 'will', 'be', 'life', 'long', 'friends', '.']",21,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
125,3_126_256_30,125,470126.0,12th August 22,"Overall good experience, wifi definitely needs minor adjustments",3.8,5,4,4,3,data3_557,university review,"['Overall', 'good', 'experience', ',', 'wifi', 'definitely', 'needs', 'minor', 'adjustments']",9,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
126,3_127_90_238,126,1169897.0,3rd August 22,"If you want to feel as though your only worth to the university is the money you pay them, then this is the right place for you!",3.0,3,5,3,3,data3_557,university review,"['If', 'you', 'want', 'to', 'feel', 'as', 'though', 'your', 'only', 'worth', 'to', 'the', 'university', 'is', 'the', 'money', 'you', 'pay', 'them', ',', 'then', 'this', 'is', 'the', 'right', 'place', 'for', 'you', '!']",29,"(2.5, 4.0]",Conf/Neu,"(21.0, 41.0]","Conf/Neu_(21.0, 41.0]"
127,3_128_515_203,127,969781.0,28th July 22,The University of Exeter has been recognised as one of the world's top most prestigious universities in an influential league table.,5.0,5,5,5,5,data3_557,university review,"['The', 'University', 'of', 'Exeter', 'has', 'been', 'recognised', 'as', 'one', 'of', 'the', 'world', ""'s"", 'top', 'most', 'prestigious', 'universities', 'in', 'an', 'influential', 'league', 'table', '.']",23,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
128,3_129_514_103,128,969434.0,18th July 22,everything is up to par as you'd expect for a Russell group university.,3.2,4,3,3,3,data3_557,university review,"['everything', 'is', 'up', 'to', 'par', 'as', 'you', ""'d"", 'expect', 'for', 'a', 'Russell', 'group', 'university', '.']",15,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
129,3_130_411_288,129,769038.0,9th July 22,"Overall positive Uni experience, very comprehensive in teems of Wellbeing/study support offered",4.4,5,5,5,4,data3_557,university review,"['Overall', 'positive', 'Uni', 'experience', ',', 'very', 'comprehensive', 'in', 'teems', 'of', 'Wellbeing/study', 'support', 'offered']",13,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
130,3_131_410_249,130,768978.0,4th July 22,One of the best university of Exeter,4.4,5,4,4,5,data3_557,university review,"['One', 'of', 'the', 'best', 'university', 'of', 'Exeter']",7,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
131,3_132_31_11,131,1068599.0,10th June 22,"I've had a great experience so far.
Good selection of societies, good Student Guild, lots of career services, good wifi.
Pretty campus - love how close it is to Exmouth beach and cornwall.
Plenty of opportunity to explore the beauty of the South West of England.
Had no issues with teaching and have enjoyed my first and second year studying English.
Plenty of opportunities to get involved in societies and meet likeminded people!",4.0,4,4,4,4,data3_557,university review,"['I', ""'ve"", 'had', 'a', 'great', 'experience', 'so', 'far', '.', 'Good', 'selection', 'of', 'societies', ',', 'good', 'Student', 'Guild', ',', 'lots', 'of', 'career', 'services', ',', 'good', 'wifi', '.', 'Pretty', 'campus', '-', 'love', 'how', 'close', 'it', 'is', 'to', 'Exmouth', 'beach', 'and', 'cornwall', '.', 'Plenty', 'of', 'opportunity', 'to', 'explore', 'the', 'beauty', 'of', 'the', 'South', 'West', 'of', 'England', '.', 'Had', 'no', 'issues', 'with', 'teaching', 'and', 'have', 'enjoyed', 'my', 'first', 'and', 'second', 'year', 'studying', 'English', '.', 'Plenty', 'of', 'opportunities', 'to', 'get', 'involved', 'in', 'societies', 'and', 'meet', 'likeminded', 'people', '!']",83,"(2.5, 4.0]",Conf/Neu,"(81.0, 101.0]","Conf/Neu_(81.0, 101.0]"
132,3_133_409_107,132,768559.0,18th May 22,The clubs and societies have made me feel at home and included,5.0,5,5,5,5,data3_557,university review,"['The', 'clubs', 'and', 'societies', 'have', 'made', 'me', 'feel', 'at', 'home', 'and', 'included']",12,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
133,3_134_143_83,133,1268447.0,16th May 22,"Great University. The Cornwall campus is absolutely stunning, as beautiful as the Duchy.",4.8,5,4,5,5,data3_557,university review,"['Great', 'University', '.', 'The', 'Cornwall', 'campus', 'is', 'absolutely', 'stunning', ',', 'as', 'beautiful', 'as', 'the', 'Duchy', '.']",16,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
134,3_135_513_211,134,968039.0,29th April 22,The university and resources provided are very good,5.0,5,5,5,5,data3_557,university review,"['The', 'university', 'and', 'resources', 'provided', 'are', 'very', 'good']",8,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
135,3_136_320_193,135,567483.0,27th April 22,Very beautiful University in England .,4.6,5,5,5,5,data3_557,university review,"['Very', 'beautiful', 'University', 'in', 'England', '.']",6,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
136,3_137_408_151,136,767404.0,22nd April 22,"The penryn campus and some departments are a lot worse at dealing with racist issues, also the SU did basically nothing for BHM. The Exeter & Falmouth ACS protested against their own SU and their President had to write a statement addressing the issues. Overall, if your black the chances of you experiencing racism is very high in Cornwall, particularly the Exeter Penryn campus. And when you report it the procedures in place suck.",3.0,4,5,2,2,data3_557,university review,"['The', 'penryn', 'campus', 'and', 'some', 'departments', 'are', 'a', 'lot', 'worse', 'at', 'dealing', 'with', 'racist', 'issues', ',', 'also', 'the', 'SU', 'did', 'basically', 'nothing', 'for', 'BHM', '.', 'The', 'Exeter', '&', 'Falmouth', 'ACS', 'protested', 'against', 'their', 'own', 'SU', 'and', 'their', 'President', 'had', 'to', 'write', 'a', 'statement', 'addressing', 'the', 'issues', '.', 'Overall', ',', 'if', 'your', 'black', 'the', 'chances', 'of', 'you', 'experiencing', 'racism', 'is', 'very', 'high', 'in', 'Cornwall', ',', 'particularly', 'the', 'Exeter', 'Penryn', 'campus', '.', 'And', 'when', 'you', 'report', 'it', 'the', 'procedures', 'in', 'place', 'suck', '.']",81,"(2.5, 4.0]",Conf/Neu,"(61.0, 81.0]","Conf/Neu_(61.0, 81.0]"
137,3_138_142_17,137,1267314.0,11th April 22,"it's not perfect but nothing is. most beautiful campus ever for sure, lots of mh support",4.8,5,5,5,4,data3_557,university review,"['it', ""'s"", 'not', 'perfect', 'but', 'nothing', 'is', '.', 'most', 'beautiful', 'campus', 'ever', 'for', 'sure', ',', 'lots', 'of', 'mh', 'support']",19,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
138,3_139_30_157,138,1067277.0,22nd March 22,"I have loved my time at Exeter, especially the extracurricular work experience, sports clubs and societies that I have had the chance to get involved with!",4.8,5,5,5,4,data3_557,university review,"['I', 'have', 'loved', 'my', 'time', 'at', 'Exeter', ',', 'especially', 'the', 'extracurricular', 'work', 'experience', ',', 'sports', 'clubs', 'and', 'societies', 'that', 'I', 'have', 'had', 'the', 'chance', 'to', 'get', 'involved', 'with', '!']",29,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
139,3_140_407_139,139,767272.0,20th March 22,Really am enjoying my time here as a student so far!,4.2,5,5,4,2,data3_557,university review,"['Really', 'am', 'enjoying', 'my', 'time', 'here', 'as', 'a', 'student', 'so', 'far', '!']",12,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
140,3_141_462_82,140,867249.0,16th March 22,The university is amazing. I am an INTO student so I personally know less about the uni. But I find INTO super great with everything they are doing right now. Love you lots xx,5.0,5,5,5,5,data3_557,university review,"['The', 'university', 'is', 'amazing', '.', 'I', 'am', 'an', 'INTO', 'student', 'so', 'I', 'personally', 'know', 'less', 'about', 'the', 'uni', '.', 'But', 'I', 'find', 'INTO', 'super', 'great', 'with', 'everything', 'they', 'are', 'doing', 'right', 'now', '.', 'Love', 'you', 'lots', 'xx']",37,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
141,3_142_141_74,141,1267229.0,15th March 22,"The university is very good in itself, the way it's run and amount of facilities and societies, help and guidance available to students is impressive. One downgrade is that it's up hill but you get used to it",5.0,5,5,5,5,data3_557,university review,"['The', 'university', 'is', 'very', 'good', 'in', 'itself', ',', 'the', 'way', 'it', ""'s"", 'run', 'and', 'amount', 'of', 'facilities', 'and', 'societies', ',', 'help', 'and', 'guidance', 'available', 'to', 'students', 'is', 'impressive', '.', 'One', 'downgrade', 'is', 'that', 'it', ""'s"", 'up', 'hill', 'but', 'you', 'get', 'used', 'to', 'it']",43,"(4.0, 5.0]",Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]"
142,3_143_255_74,142,467209.0,15th March 22,Good university but lacks student diversity,3.6,4,4,3,4,data3_557,university review,"['Good', 'university', 'but', 'lacks', 'student', 'diversity']",6,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
143,3_144_358_59,143,667182.0,14th March 22,"Good facilities, close to the town centre",3.2,4,3,3,3,data3_557,university review,"['Good', 'facilities', ',', 'close', 'to', 'the', 'town', 'centre']",8,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
144,3_145_200_59,144,1367095.0,14th March 22,Nothing to complain about. Great university.,4.2,4,4,4,5,data3_557,university review,"['Nothing', 'to', 'complain', 'about', '.', 'Great', 'university', '.']",8,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
145,3_146_254_46,145,467092.0,13th March 22,"A university full of vibrant students! Students here at the university are always on the move whether it be to lessons, to independent study or to societies. This is what gets me excited as I know that I am surrounded by students who are full of positive energy and good vibes. This definitely helps to keep me going and motivated enough to get through the intensity and speed of the academic work.",5.0,5,5,5,5,data3_557,university review,"['A', 'university', 'full', 'of', 'vibrant', 'students', '!', 'Students', 'here', 'at', 'the', 'university', 'are', 'always', 'on', 'the', 'move', 'whether', 'it', 'be', 'to', 'lessons', ',', 'to', 'independent', 'study', 'or', 'to', 'societies', '.', 'This', 'is', 'what', 'gets', 'me', 'excited', 'as', 'I', 'know', 'that', 'I', 'am', 'surrounded', 'by', 'students', 'who', 'are', 'full', 'of', 'positive', 'energy', 'and', 'good', 'vibes', '.', 'This', 'definitely', 'helps', 'to', 'keep', 'me', 'going', 'and', 'motivated', 'enough', 'to', 'get', 'through', 'the', 'intensity', 'and', 'speed', 'of', 'the', 'academic', 'work', '.']",77,"(4.0, 5.0]",Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]"
146,3_147_253_36,146,467090.0,12th March 22,The medicine cause is too PBL-based. I personally prefer the traditional lecture-based approach.,4.0,5,4,3,5,data3_557,university review,"['The', 'medicine', 'cause', 'is', 'too', 'PBL-based', '.', 'I', 'personally', 'prefer', 'the', 'traditional', 'lecture-based', 'approach', '.']",15,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
147,3_148_89_12,147,1167089.0,10th March 22,"Great teaching and such amazing views being surrounded by the countryside, there’s also so much to do in Exeter",4.2,4,4,4,5,data3_557,university review,"['Great', 'teaching', 'and', 'such', 'amazing', 'views', 'being', 'surrounded', 'by', 'the', 'countryside', ',', 'there', '’', 's', 'also', 'so', 'much', 'to', 'do', 'in', 'Exeter']",22,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
148,3_149_199_12,148,1367052.0,10th March 22,There are a lot of places to you could study and also have a bit of fun. Love the atmosphere here,4.2,5,5,5,2,data3_557,university review,"['There', 'are', 'a', 'lot', 'of', 'places', 'to', 'you', 'could', 'study', 'and', 'also', 'have', 'a', 'bit', 'of', 'fun', '.', 'Love', 'the', 'atmosphere', 'here']",22,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
149,3_150_319_12,149,567048.0,10th March 22,Good place to study for postgrads,4.4,5,4,4,5,data3_557,university review,"['Good', 'place', 'to', 'study', 'for', 'postgrads']",6,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
150,3_151_461_12,150,867045.0,10th March 22,Fantastic university - love my course and the facilities.,5.0,5,5,5,5,data3_557,university review,"['Fantastic', 'university', '-', 'love', 'my', 'course', 'and', 'the', 'facilities', '.']",10,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
151,3_152_29_293,151,1067046.0,9th March 22,Really good university to be in,5.0,5,5,5,5,data3_557,university review,"['Really', 'good', 'university', 'to', 'be', 'in']",6,"(4.0, 5.0]",Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]"
152,3_153_512_293,152,967039.0,9th March 22,"Lovely campus, with everything you need, and a brilliant university to be a part of",4.0,5,4,3,4,data3_557,university review,"['Lovely', 'campus', ',', 'with', 'everything', 'you', 'need', ',', 'and', 'a', 'brilliant', 'university', 'to', 'be', 'a', 'part', 'of']",17,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
153,3_154_460_293,153,867038.0,9th March 22,"A good experience all round. Given the amount of hills, I certainly don't have to stress about leg day at the gym as much as I once did!",3.8,4,4,4,4,data3_557,university review,"['A', 'good', 'experience', 'all', 'round', '.', 'Given', 'the', 'amount', 'of', 'hills', ',', 'I', 'certainly', 'do', ""n't"", 'have', 'to', 'stress', 'about', 'leg', 'day', 'at', 'the', 'gym', 'as', 'much', 'as', 'I', 'once', 'did', '!']",32,"(2.5, 4.0]",Conf/Neu,"(21.0, 41.0]","Conf/Neu_(21.0, 41.0]"
154,3_155_318_293,154,567037.0,9th March 22,"University of Exeter is like a dream come true, perfect student town for a student to be focused towards their work and also enjoy their student life. great career zone to help find employment.",5.0,5,5,5,5,data3_557,university review,"['University', 'of', 'Exeter', 'is', 'like', 'a', 'dream', 'come', 'true', ',', 'perfect', 'student', 'town', 'for', 'a', 'student', 'to', 'be', 'focused', 'towards', 'their', 'work', 'and', 'also', 'enjoy', 'their', 'student', 'life', '.', 'great', 'career', 'zone', 'to', 'help', 'find', 'employment', '.']",37,"(4.0, 5.0]",Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]"
155,3_156_252_293,155,467033.0,9th March 22,"Good University, the campus is really local to city centre and loads of facilities at campus",3.6,4,4,3,4,data3_557,university review,"['Good', 'University', ',', 'the', 'campus', 'is', 'really', 'local', 'to', 'city', 'centre', 'and', 'loads', 'of', 'facilities', 'at', 'campus']",17,"(2.5, 4.0]",Conf/Neu,"(0.999, 21.0]","Conf/Neu_(0.999, 21.0]"
